name,short_description,long_description,description,age_rating,image_url,category,release_date,developer,developer_logo_url
Baldr Heart EXE,"-Clear a number of strange stages awaiting you in the abyss of ES!
In BALDR HEART you can enjoy battles in situations that are not possible in the main story","-Clear a number of strange stages awaiting you in the abyss of ES!
In BALDR HEART you can enjoy battles in situations that are not possible in the main story.
It is a content that you can fully enjoy BALDR HEART's ACT, whether you have completed the ACT part of the main story or the survival mode or not.

-Supports online replay!
You can upload your own replay and view the replay of users all over the country on a stage-by-stage basis.

-Let's strengthen the armament freely!
You can freely enhance the parameters of the weapon girl by using the points obtained by clearing the stage.
Since the armament level is the strongest from the beginning, let's give out your own personality by allocating points!

-New weapon girl participation
Battle with new friends is more fun!
Introducing a unique new weapon girl!
Bring them to accompany new tactics and new combos!
An episode of four armed girls occurs in the depths of Es.
As you deepen the bond with each heroine, you will develop H-scenes with them...
Each character has one armament. Weapons can be enjoyed in the strongest state of Lv.3 from the beginning.

-Linkage with BALDR HEART
With new weapons, let's go to the main story!
The weapon girls added in ""BALDR HEART EXE"" can also be used in the main part of ""BALDR HEART""!
Furthermore, by linking, even those who do not have the special weapons of the main story will be able to use all the weapon girls other than ""Tsubasa of the rotating leg""!","-Clear a number of strange stages awaiting you in the abyss of ES!
In BALDR HEART you can enjoy battles in situations that are not possible in the main story.
It is a content that you can fully enjoy BALDR HEART's ACT, whether you have completed the ACT part of the main story or the survival mode or not.

-Supports online replay!
You can upload your own replay and view the replay of users all over the country on a stage-by-stage basis.

-Let's strengthen the armament freely!
You can freely enhance the parameters of the weapon girl by using the points obtained by clearing the stage.
Since the armament level is the strongest from the beginning, let's give out your own personality by allocating points!

-New weapon girl participation
Battle with new friends is more fun!
Introducing a unique new weapon girl!
Bring them to accompany new tactics and new combos!
An episode of four armed girls occurs in the depths of Es.
As you deepen the bond with each heroine, you will develop H-scenes with them...
Each character has one armament. Weapons can be enjoyed in the strongest state of Lv.3 from the beginning.

-Linkage with BALDR HEART
With new weapons, let's go to the main story!
The weapon girls added in ""BALDR HEART EXE"" can also be used in the main part of ""BALDR HEART""!
Furthermore, by linking, even those who do not have the special weapons of the main story will be able to use all the weapon girls other than ""Tsubasa of the rotating leg""!",17,//images.igdb.com/igdb/image/upload/t_thumb/co4giv.jpg,Hack and slash/Beat 'em up,1482364800.0,GIGA Team Baldrhead,
"Baldr Sky DiveX ""Dream World""","Baldr Sky DiveX ""Dream World"" is a visual novel with 2D action gameplay","Baldr Sky DiveX ""Dream World"" is a visual novel with 2D action gameplay. It's a spin-off of Baldr Sky.","Baldr Sky DiveX ""Dream World"" is a visual novel with 2D action gameplay. It's a spin-off of Baldr Sky.",17,//images.igdb.com/igdb/image/upload/t_thumb/co4b02.jpg,Hack and slash/Beat 'em up,1285286400.0,GIGA Team Baldrhead,
Baldr Heart,Baldr Heart is a visual novel with 2D action gameplay set in a cyberpunk future,Baldr Heart is a visual novel with 2D action gameplay set in a cyberpunk future.,Baldr Heart is a visual novel with 2D action gameplay set in a cyberpunk future.,17,//images.igdb.com/igdb/image/upload/t_thumb/co480u.jpg,Hack and slash/Beat 'em up,1472169600.0,GIGA Team Baldrhead,
Steins;Gate Elite,A port of the original Steins;Gate that replaces the artwork from previous releases with repurposed FMV footage from the Stiens;Gate anime adaptation,A port of the original Steins;Gate that replaces the artwork from previous releases with repurposed FMV footage from the Stiens;Gate anime adaptation.,A port of the original Steins;Gate that replaces the artwork from previous releases with repurposed FMV footage from the Stiens;Gate anime adaptation.,11,//images.igdb.com/igdb/image/upload/t_thumb/co3g9p.jpg,Adventure,1474070400.0,MAGES.,//images.igdb.com/igdb/image/upload/t_thumb/cl38i.jpg
Pato Box,"Pato Box is an adventure/fighting game inspired by the “Punch-Out!!” series, taking place in the building of a corrupt corporation named Deathflock","Pato Box is an adventure/fighting game inspired by the “Punch-Out!!” series, taking place in the building of a corrupt corporation named Deathflock","Pato Box is an adventure/fighting game inspired by the “Punch-Out!!” series, taking place in the building of a corrupt corporation named Deathflock",10,//images.igdb.com/igdb/image/upload/t_thumb/co1jjk.jpg,Fighting,1521072000.0,2think design studio,
Boku ha Tomodachi ga Sukunai Portable,It's a shame that these girls are going to be turned into a game,"It's a shame that these girls are going to be turned into a game.

Boku wa Tomodachi ga Sukunai Portable is a romantic comedy visual novel based on the light novel, with an all-new original storyline.","It's a shame that these girls are going to be turned into a game.

Boku wa Tomodachi ga Sukunai Portable is a romantic comedy visual novel based on the light novel, with an all-new original storyline.",15,//images.igdb.com/igdb/image/upload/t_thumb/co4idq.jpg,Visual Novel,1329955200.0,guyzware,//images.igdb.com/igdb/image/upload/t_thumb/cl2dt.jpg
"Guns, Gore and Cannoli 2","Guns, Gore & Cannoli 2 revives the good, old, action platform run & gun genre but this time with a bunch of humor and a bucket of blown of body parts","Guns, Gore & Cannoli 2 revives the good, old, action platform run & gun genre but this time with a bunch of humor and a bucket of blown of body parts. In this sequel to Guns, Gore & Cannoli, Vinnie Cannoli’s story continues and this time it’s personal. It’s 1944 and 15 years have passed since Vinnie survived the Thugtown Massacre. But now, some loose ends start crawling out of the past, dragging Vinnie as far as the European battlefield of World War 2. Get ready for war!","Guns, Gore & Cannoli 2 revives the good, old, action platform run & gun genre but this time with a bunch of humor and a bucket of blown of body parts. In this sequel to Guns, Gore & Cannoli, Vinnie Cannoli’s story continues and this time it’s personal. It’s 1944 and 15 years have passed since Vinnie survived the Thugtown Massacre. But now, some loose ends start crawling out of the past, dragging Vinnie as far as the European battlefield of World War 2. Get ready for war!",10,//images.igdb.com/igdb/image/upload/t_thumb/j10dhassxmqqqiyksbwo.jpg,Shooter,1519948800.0,Crazy Monkey Studios,//images.igdb.com/igdb/image/upload/t_thumb/cl1uj.jpg
Bullet Butlers,There are various races living together at Ocelot City,"There are various races living together at Ocelot City. Land, who lives as a mystic one, is one of the most famous citizens there. Rick, the main character, is a butler, and works for Selma. Selma lost her ability to transform herself into a dragon after a certain accident, and is always depressed that is one of his concerns. But, he somehow enjoys his life with his friends and other butlers. One day, Land is assassinated by someone unknown, and their life turns around 180 degrees.","There are various races living together at Ocelot City. Land, who lives as a mystic one, is one of the most famous citizens there. Rick, the main character, is a butler, and works for Selma. Selma lost her ability to transform herself into a dragon after a certain accident, and is always depressed that is one of his concerns. But, he somehow enjoys his life with his friends and other butlers. One day, Land is assassinated by someone unknown, and their life turns around 180 degrees.",15,//images.igdb.com/igdb/image/upload/t_thumb/co1xn3.jpg,Visual Novel,1185494400.0,Propeller,
Hungry Shark World,"The Sharks are back in the bigger and badder sequel to Hungry Shark Evolution!
Control a shark in a feeding frenzy and eat your way through many oceans feasting on everything from bite-size fish and birds to tasty whales and unwitting humans!","The Sharks are back in the bigger and badder sequel to Hungry Shark Evolution!
Control a shark in a feeding frenzy and eat your way through many oceans feasting on everything from bite-size fish and birds to tasty whales and unwitting humans!","The Sharks are back in the bigger and badder sequel to Hungry Shark Evolution!
Control a shark in a feeding frenzy and eat your way through many oceans feasting on everything from bite-size fish and birds to tasty whales and unwitting humans!",10,//images.igdb.com/igdb/image/upload/t_thumb/co2ns7.jpg,Arcade,1450742400.0,Ubisoft,//images.igdb.com/igdb/image/upload/t_thumb/ifzcwkkjov53dzhciaoi.jpg
Higurashi no Naku Koro ni Sui,"Higurashi no Naku Koro ni Sui is a port of Higurashi no Naku Koro ni on PlayStation 3 and PlayStation Vita by Kaga Create, featuring new character and background art and CGs","Higurashi no Naku Koro ni Sui is a port of Higurashi no Naku Koro ni on PlayStation 3 and PlayStation Vita by Kaga Create, featuring new character and background art and CGs. It released on March 12, 2015.

Sui contains all arcs from Matsuri and Kizuna. New content includes an adaptation of Hajisarashi-hen, which was originally released as a booklet with the first-run limited edition of Matsuri.","Higurashi no Naku Koro ni Sui is a port of Higurashi no Naku Koro ni on PlayStation 3 and PlayStation Vita by Kaga Create, featuring new character and background art and CGs. It released on March 12, 2015.

Sui contains all arcs from Matsuri and Kizuna. New content includes an adaptation of Hajisarashi-hen, which was originally released as a booklet with the first-run limited edition of Matsuri.",16,//images.igdb.com/igdb/image/upload/t_thumb/co4k11.jpg,Adventure,1426118400.0,07th Expansion,//images.igdb.com/igdb/image/upload/t_thumb/emqic97aogjtcguvdi04.jpg
